"row","continent","location","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","hospital_beds_per_thousand","life_expectancy","human_development_index","total_cases","new_cases","total_deaths","positive_rate","stringency_index","reproduction_rate","Tot_dead_pop","incidence"
"94","Asia","Iran","83992953","49.831","32.4","5.44","3.182","19082.62","0.2","270.308","9.59","0.8","21.1","1.5","76.68","0.783","693405.6502","5308.532864","29958.15023","0.134648603","61.56946009","1.130220493","2.553488061","825.5521748"
"95","Asia","Iraq","40222503","88.125","20","3.186","1.957","15663.986","2.5","218.612","8.83","5.182979456","35.53486901","1.4","70.6","0.674","339768.0713","2339.548694","7595.533043","0.105209389","72.81983373","1.118182022","2.278382924","844.7213524"
"98","Asia","Israel","8655541","402.606","30.6","11.733","7.359","33132.32","0.5","93.32","6.74","15.4","35.4","2.99","82.97","0.919","281249.316","1969.658685","2167.418218","0.045278873","66.15002347","1.074468079","2.400379394","3249.355713"
"101","Asia","Japan","126476458","347.778","48.2","27.049","18.493","39002.223","0.816990767","79.37","5.72","11.2","33.7","13.05","84.63","0.919","140026.859","1184.028986","2545.424331","0.055308493","37.44134111","1.11961581","1.324810634","110.7137733"
"103","Asia","Jordan","10203140","109.285","23.2","3.81","2.361","8337.49","0.1","208.257","11.75","5.017731203","33.91335557","1.4","74.53","0.729","149229.322","1669.447942","1807.55146","0.082179304","69.94270663","1.112015307","2.250801407","1462.582323"
"104","Asia","Kazakhstan","18776707","6.681","30.6","6.991","4.625","24055.588","0.1","466.792","7.11","7","43.1","6.7","73.6","0.825","134413.8486","853.9454094","1703.677296","0.036245859","74.85540943","1.081107775","1.962528204","715.8542155"
"107","Asia","Kuwait","4270563","232.128","33.7","2.345","1.114","65530.537","0.86555641","132.235","15.84","2.7","37","2","75.49","0.806","99681.04751","614.0071259","609.097678","0.119522451","71.25836105","1.08752339","2.157236152","2334.143004"
"108","Asia","Kyrgyzstan","6524191","32.333","26.3","4.489","2.882","3393.474","1.4","436.362","7.11","3.6","50.5","4.5","71.45","0.697","47129.11307","231.3944724","914.7884479","0.041443759","63.66537688","1.07226603","2.149880362","722.3748212"
"109","Asia","Laos","7275556","29.715","24.4","4.029","2.322","6397.36","22.7","368.111","4","7.3","51.2","1.5","67.92","0.613","29.30612245","0.147959184","32.72292808","0.01798858","37.76260204","1.123468294","0.740177344","0.402802514"
"111","Asia","Lebanon","6825442","594.561","31.1","8.514","5.43","13367.565","2.069194381","266.591","12.71","26.9","40.7","2.9","78.93","0.744","119456.7099","1206.127358","1331.61307","0.116758714","72.50862671","1.117784406","2.292467644","1750.16812"
"118","Asia","Macao","649342","20546.766","39.2","9.798","4.991","104861.851","0.463677144","179.801383","9.738400328","15.77188881","30.77857031","3.615583267","84.24","0.881134169","458.5084507","2.161971831","7.036619718","0.003021127","23.80597183","0.32415493","1.073224723","70.61124195"
"121","Asia","Malaysia","32365998","96.254","29.9","6.293","3.407","26808.164","0.1","260.942","16.74","1","42.4","1.9","76.16","0.81","78749.30377","836.2128603","356.4206942","0.034556732","61.38904261","1.110520889","1.079622388","243.3087457"
"122","Asia","Maldives","540542","1454.433","30.6","4.12","2.875","15183.616","3.774745862","164.905","9.19","2.1","55","2.129303235","78.92","0.74","9544.644608","64.96323529","34.03845508","0.043251222","65.59891804","1.077929718","1.805982949","1765.754485"
"132","Asia","Mongolia","3278292","1.98","28.6","4.031","2.421","11840.846","0.5","460.043","4.82","5.5","46.5","7","69.87","0.737","1596.231527","59.59359606","347.1626882","0.010602701","65.59007183","0.927487811","2.028967253","48.69095026"
"137","Asia","Myanmar","54409794","81.721","29.1","5.732","3.12","5591.597","6.4","202.104","4.61","6.3","35.2","0.9","67.13","0.583","56550.52699","366.6940874","1288.913613","0.036131203","77.7072599","0.962648697","1.392503501","103.9344626"
"140","Asia","Nepal","29136808","204.43","25","5.809","3.212","2442.804","15","260.797","7.26","9.5","37.8","0.3","70.78","0.602","113118.204","633.924612","1258.498147","0.07340446","64.54301498","1.16265122","1.645350786","388.2312846"
"148","Asia","Northern Cyprus","59844207.12","128.0178639","30.51444038","8.606304427","5.470429297","13532.48685","7.041947594","267.2326512","8.087438219","7.587552723","38.32989843","2.784485077","73.99370852","0.705673817","23583","947.2","105.4","0.3099","87.405","1.209","0.441104126","39.40732301"
"151","Asia","Oman","5106622","14.98","30.7","2.355","1.53","37960.709","4.867965795","266.342","12.61","0.5","15.6","1.6","77.86","0.813","82711.67696","430.9501188","839.3124026","0.12793209","67.63084562","1.153628687","2.218424297","1619.694525"
"152","Asia","Pakistan","220892331","255.573","23.5","4.495","2.78","5034.708","4","423.031","8.35","2.8","36.7","0.6","67.27","0.557","312954.8548","1825.909524","6894.188558","0.075628676","61.41413025","1.114780203","1.507999204","141.6775555"
"153","Asia","Palestine","5101416","778.202","20.4","3.043","1.726","4449.898","1","265.91","10.59","5.450985807","43.1486007","2.613620601","74.05","0.708","72571.72019","686.7883212","757.3266003","0.132556869","78.32236342","1.113005952","2.174508107","1422.579931"
"158","Asia","Philippines","109581085","351.873","25.2","4.803","2.661","7599.188","16.67429417","370.437","7.07","7.8","40.8","1","71.23","0.718","270313.5785","2120.504484","5276.762332","0.067986963","71.01709274","1.110842443","1.691558443","246.6790491"
"161","Asia","Qatar","2881060","227.322","31.9","1.307","0.617","116935.6","1.940820829","176.69","16.52","0.8","26.9","1.2","80.23","0.848","106736.5793","474.7019231","176.6962583","0.105734798","69.38477212","1.064108499","1.794699179","3704.767665"
"172","Asia","Saudi Arabia","34813867","15.322","31.9","3.295","1.845","49045.411","3.962693345","259.538","17.72","1.8","25.4","2.7","75.13","0.854","256109.215","980.531401","3841.507129","0.034989855","62.11321256","1.077051709","2.046667468","735.6528794"
"177","Asia","Singapore","5850343","7915.731","42.4","12.922","7.049","85535.383","1.320245574","92.243","10.99","5.2","28.3","2.4","83.62","0.938","41987.09934","134.3289183","26.75154321","0.018653424","50.15856794","1.007712475","0.746061398","717.6861141"
"184","Asia","South Korea","51269183","527.967","43.4","13.914","8.622","35938.374","0.2","85.998","6.8","6.2","40.9","12.27","83.03","0.916","34475.33802","253.1951648","605.6854611","0.012534505","52.61140659","1.09680917","1.10767899","67.24378272"
"187","Asia","Sri Lanka","21413250","341.955","34.1","10.069","5.331","11669.077","0.7","197.093","10.68","0.3","27","3.6","76.98","0.782","23209.19376","216.2694878","128.8644624","0.030905692","55.65582156","1.016128948","0.846211988","108.3870676"
"192","Asia","Syria","17500657","106.9360504","21.7","4.033420527","2.577","4959.12693","28.12700402","376.264","5.537911027","3.947345887","36.96662292","1.5","72.7","0.567","6509.621827","54.00761421","399.7522109","0.010911009","56.81707924","1.20412258","1.377344977","37.19644255"
"193","Asia","Taiwan","23816775","96.1680967","42.2","10.94440241","8.353","25033.41762","4.578451834","103.957","8.62104086","11.50294402","33.30912077","2.745069307","80.46","0.798484867","549.8517391","2.411521739","6.75779393","0.005476088","24.536249","0.776457697","0.108477389","2.308674197"
"194","Asia","Tajikistan","9537642","64.281","23.3","3.466","2.155","2896.913","4.8","427.698","7.11","4.402881318","49.38052171","4.8","71.1","0.668","9734.991549","37.48732394","73.12952975","0.007145571","42.76569014","0.724145141","0.937892063","102.069165"
"196","Asia","Thailand","69799978","135.132","40.1","11.373","6.89","16277.671","0.1","109.861","7.04","1.9","38.8","2.1","77.15","0.777","8414.529021","107.0419731","69.46362163","0.021011376","47.20105811","1.193346856","0.299982331","12.05520297"
"197","Asia","Timor","1318442","87.176","18","3.556","1.897","6570.102","30.3","335.346","6.86","6.3","78.1","5.9","69.5","0.606","95.67766497","3.472081218","78.26296751","0.020946107","44.7474965","1.059486282","1.780750598","7.256873262"
"202","Asia","Turkey","84339067","104.914","31.6","8.153","5.061","25129.341","0.2","171.285","12.13","14.1","41.1","2.81","77.69","0.82","1038460.249","8708.789136","12759.85525","0.060026019","66.03491358","1.132487517","2.182678075","1231.292076"
"206","Asia","United Arab Emirates","9890400","112.442","34","1.144","0.526","67293.483","8.907414949","317.84","17.26","1.2","37.4","1.2","77.97","0.89","139443.5235","1116.234899","512.8222561","0.010885347","51.97268456","1.188617349","1.723049159","1409.887603"
"210","Asia","Uzbekistan","33469199","76.134","28.2","4.469","2.873","6253.104","20.09635453","724.417","7.57","1.3","24.7","4","71.72","0.72","45996.76808","216.9127182","358.9805486","0.006101407","55.60282421","1.05833658","1.069138735","137.4301431"
"214","Asia","Vietnam","97338583","308.127","32.6","7.15","4.718","6171.884","2","245.465","6","1","45.9","2.6","75.4","0.704","1014.16777","6.161147903","48.08750435","0.002677445","61.06801812","0.852146669","0.1743573","1.041896994"
"216","Asia","Yemen","29825968","53.508","20.3","2.922","1.583","1479.147","18.8","495.003","5.35","7.6","29.2","0.7","66.12","0.47","1879.704","15.62133333","500.0279997","0.042149401","34.38306144","0.944533361","1.249561643","6.302239713"
"3","Europe","Albania","2877800","104.871","38","13.188","8.643","11803.431","1.1","304.195","10.08","7.1","51.2","2.89","78.57","0.795","34626.40945","314.4353795","667.8420128","0.184333948","63.38035714","1.090265732","2.367480527","1203.225014"
"5","Europe","Andorra","77265","163.755","43.31201527","18.66189935","12.75292039","38629.74654","0.823386439","109.135","7.97","29","37.8","4.369484261","83.73","0.868","4456.188406","30.92995169","73.84706817","0.08667789","48.23480676","1.013588849","2.980804607","5767.408796"
"13","Europe","Austria","9006400","106.749","44.4","19.202","13.748","45436.686","0.7","145.183","6.35","28.4","30.9","7.37","81.54","0.922","173478.031","1417.952381","3010.898388","0.048893281","60.69780898","1.155428584","2.525442019","1926.163961"
"19","Europe","Belarus","9449321","46.858","40.3","14.799","9.788","17167.967","0.841263087","443.129","5.18","10.5","46.1","11","74.79","0.823","121496.1007","827.6019185","929.8949365","0.055786065","19.32777689","1.174472065","1.997424182","1285.765408"
"20","Europe","Belgium","11589616","375.564","41.8","18.571","12.849","42658.576","0.2","114.898","4.29","25.1","31.4","5.64","81.63","0.931","313988.6372","2157.882086","12048.47305","0.081197483","58.29393","1.237333219","3.017280518","2709.223819"
"26","Europe","Bosnia and Herzegovina","3280815","68.496","42.5","16.569","10.711","11713.895","0.2","329.635","10.08","30.2","47.7","3.5","77.4","0.78","56580.20438","465.0948905","2077.117772","0.167583223","53.55074683","1.141110492","2.802164808","1724.577716"
"30","Europe","Bulgaria","6948445","65.18","44.7","20.801","13.272","18563.307","1.5","424.688","5.81","30.1","44.4","7.454","75.05","0.816","98467.60539","952.9779412","3712.520105","0.116604416","49.87789121","1.109471098","2.728593267","1417.117145"
"47","Europe","Croatia","4105268","73.726","44","19.724","13.053","22669.797","0.7","253.782","5.59","34.3","39.9","5.54","78.49","0.851","87868.63095","733.8095238","1780.702759","0.116835938","48.46845238","1.114105312","2.638249996","2140.387204"
"50","Europe","Cyprus","875899","127.657","37.3","13.416","8.563","32415.132","0.57404439","141.171","9.24","19.6","52.7","3.4","80.98","0.887","12286.30171","140.0528577","90.25711075","0.014399274","67.91075081","1.109379937","2.017221683","1402.707585"
"51","Europe","Czechia","10708982","137.176","43.3","19.027","11.58","32605.906","1.135067524","227.485","6.82","30.5","38.3","6.63","79.38","0.9","414952.788","3861.954217","6796.321865","0.088231949","58.82072635","1.119223878","2.80320953","3874.810771"
"53","Europe","Denmark","5792203","136.52","42.3","19.677","12.325","46682.515","0.2","114.767","6.41","19.3","18.8","2.5","80.9","0.94","74795.14626","573.7193578","1031.260606","0.02154334","53.50164928","1.111241786","2.252957098","1291.307405"
"62","Europe","Estonia","1326539","31.033","42.7","19.452","13.491","29481.252","0.5","255.569","4.02","24.5","39.3","4.69","78.74","0.892","21079.09132","280.8779923","260.9229349","0.059179144","45.09645027","1.101167721","2.295994603","1589.029144"
"67","Europe","Faeroe Islands","48865","35.308","41.77044407","17.79655037","11.93645956","47845.31632","0.615344046","144.3413307","5.382368325","21.11935867","27.86293146","3.527424215","80.67","0.916013148","98692.23086","947.082716","10765.51235","0.021735802","48.03955556","1.250592593","5.343038772","201969.1617"
"70","Europe","Finland","5540718","18.136","42.8","21.228","13.264","40585.721","0.555869863","153.507","5.76","18.3","22.6","3.28","81.91","0.938","21376.10962","188.5615213","414.2443405","0.019804921","43.53389783","1.074621209","1.87946093","385.8003533"
"71","Europe","France","68147687","122.578","42","19.718","13.079","38605.671","0.724371556","86.06","4.77","30.1","35.6","5.98","82.66","0.901","1385430.918","11852.27655","40973.55824","0.063928942","59.87296873","1.197191629","2.779774284","2032.983039"
"75","Europe","Germany","83783945","237.016","46.6","21.453","15.957","45229.245","1.212564053","156.139","8.31","28.2","33.1","8","81.33","0.947","855110.0668","7053.757238","22369.86554","0.060428647","61.71105755","1.169601568","2.428126133","1020.613277"
"77","Europe","Gibraltar","33691","3457.1","42.37459495","17.86358569","11.6775211","42345.27685","0.675068376","188.9896802","6.68995572","24.69723723","33.08476183","4.314294375","79.93","0.891247995","445.7","50.5","7.8","0.0818","64.814","1.434","2.366452535","1322.905227"
"78","Europe","Greece","10423056","83.479","45.3","20.396","14.524","24574.382","1.5","175.695","4.55","35.3","52","4.21","82.24","0.888","71569.85919","756.274463","2266.035538","0.032942861","68.53085919","1.109955552","2.339264684","686.6494739"
"82","Europe","Guernsey","67052","213.2647149","40.31000336","15.83700721","10.32950659","41575.19093","0.430000432","243.2569324","5.882004991","21.86002076","33.70001627","4.607599775","79.00100099","0.88589994","296.2","38.9","10.7","0.0339","71.665","1.645","2.205685074","441.7467041"
"89","Europe","Hungary","9660350","108.043","43.4","18.577","11.976","26777.561","0.5","278.296","7.55","26.8","34.8","7.02","76.88","0.854","163565.7306","1828.126214","5300.146103","0.094721519","62.55031828","1.137335307","2.74008583","1693.165678"
"90","Europe","Iceland","341250","3.404","37.3","14.431","9.207","46482.958","0.2","117.992","5.31","14.3","15.2","2.91","82.99","0.949","3518.122488","15.15263158","76.98587909","0.016681789","45.32732253","0.973586985","2.355259226","1030.951645"
"96","Europe","Ireland","4937796","69.874","38.7","13.928","8.678","67335.293","0.2","126.459","3.28","23","25.7","2.96","82.3","0.955","79107.39904","586.3245192","2187.584757","0.047674798","71.58033654","1.095373703","2.647410926","1602.079127"
"97","Europe","Isle of Man","85032","147.872","41.89063742","17.68276066","11.58322768","45167.34974","1.063553629","190.8228105","6.733717272","22.72462952","29.84516328","4.035231775","81.4","0.896087739","2824.8","294.4","56","0.1198","77.782","1.721","2.819264578","3322.043466"
"99","Europe","Italy","60461828","205.859","47.9","23.021","16.24","35220.084","2","113.151","4.78","19.8","27.8","3.18","83.51","0.892","1063069.793","8716.840449","47455.21328","0.064722449","68.58726666","1.13655516","2.895355631","1758.249507"
"102","Europe","Jersey","101073","219.6481983","41.42996957","17.14974944","11.37666137","37682.01382","0.490000218","244.9960128","6.486988913","21.64009328","34.50018139","4.581627376","78.95694642","0.876399525","568.4","19.3","2.2","0.0208","69.44","0.928","1.35729524","562.3658148"
"106","Europe","Kosovo","1932774","168.155","37.39307047","13.23087848","8.712108074","9795.834","0.6","301.1616195","7.689676245","12.85079255","38.01489396","4.517492612","75.1572982","0.777019979","29051.69403","251.7189055","748.0494564","0.10957608","70.23674918","1.142593458","2.588869899","1503.108694"
"110","Europe","Latvia","1886202","31.212","43.9","19.754","14.136","25063.846","0.7","350.06","4.91","25.6","51","5.57","75.29","0.866","24828.22507","268.5429038","451.6698683","0.03395596","52.12939904","1.106784841","2.381042783","1316.307854"
"115","Europe","Liechtenstein","38137","237.012","39.58679093","16.14507837","10.55248366","41362.40224","0.593056361","158.9524984","7.77","18.27509792","26.34921131","2.397","82.49","0.919","928.5194175","6.851941748","113.6109176","0.053353707","52.45743844","0.989529905","3.474219301","2434.694437"
"116","Europe","Lithuania","2722291","45.135","43.5","19.002","13.778","29524.265","0.7","342.989","3.67","21.3","38","6.56","75.93","0.882","62641.38221","563.0576923","951.2722534","0.060434598","54.52749978","1.084276417","2.544611344","2301.053863"
"117","Europe","Luxembourg","625976","231.447","39.7","14.312","9.842","94277.965","0.2","128.275","4.42","20.9","26","4.51","82.25","0.916","22466.9097","156.023497","318.4724966","0.030513454","53.02828979","1.122075819","2.707367043","3589.100812"
"124","Europe","Malta","441539","1454.037","42.4","19.426","11.324","36513.323","0.2","168.711","8.83","20.9","30.2","4.485","82.53","0.895","7656.413834","68.40997633","105.6955409","0.025012492","52.98694761","0.904737968","2.380898065","1734.028893"
"130","Europe","Moldova","4033963","123.655","37.6","10.864","6.955","5189.972","0.2","408.502","5.72","5.9","44.6","5.8","71.9","0.75","80436.26225","603.5245098","1825.719354","0.126806933","62.90776328","1.07712933","2.656660633","1993.976203"
"131","Europe","Monaco","39244","19347.5","37.73560548","13.5825478","8.831743433","20951.06074","3.60388294","363.5764229","5.46","17.7082006","45.37102986","13.8","86.75","0.801626537","638.3052885","5.778846154","51.5216099","0.069424659","62.30375","0.966279219","3.118546834","1626.50415"
"133","Europe","Montenegro","628062","46.28","39.1","14.762","9.395","16409.288","1","387.305","10.08","44","47.9","3.861","76.88","0.829","27732.20301","239.8370927","388.8987422","0.144444325","67.94039204","0.944219642","2.79253483","4415.519966"
"141","Europe","Netherlands","17134873","508.544","43.2","18.779","11.881","48472.545","0.712951406","109.361","5.29","24.4","27.3","3.32","82.28","0.944","411175.7536","3434.452153","8335.674998","0.091637356","63.24473677","1.127365235","2.687951706","2399.642843"
"147","Europe","North Macedonia","2083380","82.6","39.1","13.26","8.16","13111.214","5","322.688","10.08","13.35773966","38.95343382","4.28","75.8","0.774","41815.16229","351.3818616","1303.141285","0.159347582","64.79366415","1.154430879","2.796916781","2007.082831"
"149","Europe","Norway","5421242","14.462","39.7","16.821","10.813","64800.057","0.2","114.316","5.31","19.6","20.7","3.6","82.4","0.957","30066.27167","257.4785714","337.1426006","0.018176024","53.58205365","1.093028338","1.800642727","554.601172"
"159","Europe","Poland","37846605","124.027","41.8","16.763","10.202","27216.445","1.450032186","227.331","5.91","23.3","33.1","6.62","78.73","0.88","650244.5097","6542.055825","15023.66669","0.137063989","61.24510952","1.143159228","2.599841682","1718.105256"
"160","Europe","Portugal","10196707","112.371","46.2","21.502","14.924","27936.896","0.5","127.842","9.85","16.3","30","3.39","82.05","0.864","259613.1802","1996.659905","5219.746677","0.062492409","67.9916263","1.105247358","2.710037047","2546.049231"
"162","Europe","Romania","19237682","85.129","43","17.85","11.69","23313.199","5.7","370.946","9.74","22.9","37.1","6.892","76.05","0.828","311609.043","2460.792363","8497.831266","0.116491778","61.72735084","1.11101995","2.646137421","1619.784769"
"163","Europe","Russia","145934460","8.823","39.6","14.178","9.393","24765.954","0.1","431.297","6.18","23.4","58.3","8.05","72.58","0.824","1656976.42","10466.31236","31488.03519","0.032303956","51.69130601","1.13811513","2.335995838","1135.425053"
"170","Europe","San Marino","33938","556.667","37.45240927","14.16677133","9.209706895","56861.47","1.764093702","188.078748","5.64","14.56146109","32.1080834","3.8","84.97","0.853405749","1552.662679","12.03349282","52.21393758","0.109204199","52.51703009","0.803907231","3.187382391","4574.997581"
"174","Europe","Serbia","6804596","80.291","41.2","17.366","9.023239183","14048.881","0.607582403","439.415","10.08","37.7","40.2","5.609","76","0.806","161945.6543","1589.447412","1679.21141","0.137436042","57.80068694","1.123302591","2.394059348","2379.945177"
"178","Europe","Slovakia","5459643","113.128","41.2","15.07","9.167","30155.152","0.7","287.959","7.29","23.1","37.7","5.82","77.54","0.86","98525.63902","917.2365854","1961.990855","0.041745424","59.23446466","1.105821015","2.556739569","1804.616877"
"179","Europe","Slovenia","2078932","102.619","44.5","19.062","12.93","31400.84","0.750693959","153.493","7.25","20.1","25","4.5","81.32","0.917","58301.67949","530.0352495","1176.983131","0.113432089","59.35682609","1.116428842","2.753696382","2804.405314"
"186","Europe","Spain","46754783","93.105","45.5","19.436","13.799","34272.36","1","99.403","7.17","27.4","31.4","2.97","83.56","0.904","1140198.678","7721.518018","37400.04527","0.079706883","63.6294102","1.188236811","2.903588666","2438.678152"
"190","Europe","Sweden","10099270","24.718","41","19.985","13.433","46949.283","0.5","133.982","4.79","18.8","18.9","2.22","82.8","0.945","229497.2387","2027.337838","6248.770525","0.073515071","56.3719586","1.200747023","2.792205934","2272.414132"
"191","Europe","Switzerland","8654618","214.243","43.1","18.436","12.644","57410.166","0.47890669","99.739","5.59","22.6","28.9","4.53","83.78","0.955","212077.0571","1517.390476","4235.800631","0.075263061","52.47351081","1.160123548","2.690574055","2450.449657"
"205","Europe","Ukraine","43733759","77.39","41.4","16.462","11.133","7894.393","0.1","539.849","7.11","13.5","47.4","8.8","72.06","0.779","543101.9007","4857.619855","10460.72376","0.168722234","62.81833881","1.128157213","2.380556822","1241.836771"
"207","Europe","United Kingdom","67886004","272.898","40.8","18.517","12.527","39753.244","0.2","122.137","4.28","20","24.7","2.54","81.32","0.932","1359773.989","9901.379775","53519.09154","0.045177096","66.9711171","1.205196453","2.897279017","2003.025526"
"212","Europe","Vatican","809","151.7059415","25.81341859","5.232671293","3.353684276","5521.498166","16.4102306","318.4203279","5.201098405","4.053733832","35.27606393","1.88499136","75.12","0.613929541","17.9804878","0.065853659","104.9269797","0.010956873","58.46700256","1.123082539","5.112941999","2222.557206"
"7","North America","Anguilla","15002","109.188437","38.59494447","14.74072051","9.866801028","38015.78387","1.104088389","135.8739116","7.884093227","16.3743002","24.98653424","3.358675211","81.88","0.876349051","533","116.9","7","0.0174","44.444","2.797","2.669878638","3552.859619"
"8","North America","Antigua and Barbuda","97928","231.845","32.1","6.933","4.631","21490.943","2.141238341","191.511","13.17","8.752082844","21.14727344","3.8","77.02","0.778","233.9776675","3.019851117","7.385301185","0.071350624","70.73430691","0.898392107","1.883182161","238.9282611"
"15","North America","Bahamas","393248","39.497","34.3","8.996","5.2","27717.847","2.104311028","235.954","13.17","3.1","20.4","2.9","73.92","0.814","4267.5975","24.4775","93.97313984","0.146478594","75.70112387","1.083209485","2.380150809","1085.217852"
"18","North America","Barbados","287371","664.463","39.8","14.952","9.473","16978.068","1.246732735","170.05","13.57","1.9","14.5","5.8","79.19","0.814","796.9649123","9.483709273","21.50751602","0.097065263","58.46322231","0.97346318","1.879911683","277.3296235"
"21","North America","Belize","397621","16.426","25","3.853","2.279","7824.362","2.080685653","176.957","17.11","5.785208274","21.77315326","1.3","74.62","0.716","4813.083969","31.95419847","116.2594439","0.115996829","71.98299117","0.953050574","2.467441732","1210.470264"
"23","North America","Bermuda","62273","1308.82","38.82607755","15.23966654","9.753606939","50669.315","1.03317603","139.547","13","16.55741845","24.04648855","2.656837839","82.59","0.879145638","2787937.256","6235.225183","51897.44619","0.11347119","52.13830769","1.283568129","5.92084672","4476959.928"
"35","North America","Canada","37742157","4.037","41.4","16.984","10.797","44017.591","0.5","105.599","7.37","12","16.6","2.5","82.43","0.929","315694.0644","2532.424444","10479.03483","0.037753407","62.22797778","1.291442093","2.445055948","836.4494494"
"37","North America","Cayman Islands","65720","256.496","39.61821916","15.95468716","10.27007902","49903.029","1.343231851","165.6524645","13.22","17.3997996","25.53214292","3.434564135","83.92","0.880632383","245","23","2","0.0994","71.3","1.128","1.4973739","372.7936701"
"45","North America","Costa Rica","5094114","96.079","33.6","9.468","5.694","15524.995","1.3","137.973","8.78","6.4","17.4","1.13","80.28","0.81","89111.26829","563.0170732","1174.021227","0.221093954","63.61957914","1.1506965","2.36448763","1749.298667"
"48","North America","Cuba","11326616","110.408","43.1","14.738","9.719","35545.76892","1.098916779","190.968","8.27","17.1","53.3","5.2","78.8","0.783","15883.97525","234.0866337","148.7281717","0.021757784","74.46814356","1.143018799","1.150168493","140.2358414"
"49","North America","Curacao","164100","362.644","41.7","16.367","10.068","32989.49195","1.139997668","258.6971166","11.62","22.96983894","32.32611693","4.774724127","78.88","0.868895744","256.3","27.7","6.5","0.0514","67.04","1.407","1.608632924","156.1852529"
"55","North America","Dominica","71991","98.567","31.59138636","9.872227071","6.371117148","9673.367","1.673554645","227.376","11.62","9.683579906","22.14923529","3.8","75","0.742","61.03299492","0.418781726","646.1458234","0.054577798","43.23377189","1.466198033","3.95310072","84.77864583"
"56","North America","Dominican Republic","10847904","222.873","27.6","6.981","4.419","14600.861","1.6","266.653","8.2","8.5","19.1","1.6","74.08","0.756","110990.212","630.1951807","1696.364808","0.194508265","74.12625322","1.150099192","2.196941803","1023.148914"
"59","North America","El Salvador","6486201","307.811","27.6","8.273","5.417","7292.458","2.2","167.295","8.87","2.5","18.8","1.3","73.32","0.673","29724.57179","170.1687657","878.8486654","0.070896437","67.15728095","1.030934615","2.135117165","458.2739849"
"79","North America","Greenland","56772","0.137","38.21979162","14.88960832","9.996663039","36322.96688","0.761615835","199.941","2.16","17.91879897","28.41027942","4.110010024","71.7","0.8615467","131941.7011","456.0437021","4730.046048","0.093423687","44.14720482","1.234122941","4.920736387","232406.2938"
"80","North America","Grenada","112519","317.132","29.4","7.304","5.021","13593.877","1.345321337","243.964","10.71","7.937205943","26.88410271","3.7","72.4","0.779","61.75888325","0.398477157","8.191421202","0.018890929","71.61085207","0.711320893","1.868058349","54.88751522"
"81","North America","Guatemala","17915567","157.834","22.9","4.694","3.016","7423.808","8.7","155.898","10.18","5.086861009","28.68991953","0.6","74.3","0.663","85741.74982","512.9379283","3073.060835","0.189363019","67.47156537","1.176022803","2.236865132","478.5879778"
"86","North America","Haiti","11402533","398.448","24.3","4.8","2.954","1653.173","23.5","430.548","6.65","2.9","23.1","0.7","64","0.51","7575.474747","32.62121212","173.6806435","0.049981188","51.04751154","1.027661348","1.210365607","66.43677108"
